W32STCF5EPDYL2EZ8;Mercedes-Benz;W460 G-Class;Crossover;1982;Petrol
FR80EUG8SNU04SPLL;Mercedes-Benz;W463 G-Class;Crossover;1996;Petrol
ZUNABEHX257XX52Y1;Ferrari;Daytona SP3;Supercar;2024;Petrol
CSFD8UH88BWMFCRMU;Mercedes-Benz;W126 S-Class;Sedan;1985;Petrol
5CYW84LXRLAGYZRDE;Mercedes-Benz;W205 C-Class;Sedan;2018;Petrol
8ASFTD00T6HDGY6MX;Mercedes-Benz;AMG ONE;Supercar;2022;Petrol
VT6YSPXEMYNRHW5SK;BMW;5-series E39;Sedan;1995;Petrol
5K33FMDK7625P0CTT;Audi;RSQ8;Crossover;2024;Petrol
0YUKB8V4CD7LK8RS3;Porsche;Carrera;Coupe;1980;Petrol
CLGG5Y55GDYAV8CG3;Ferrari;488 Pista;Coupe;2015;Petrol
76LRPNZAYA1CH00DU;Ferrari;F40;Supercar;1989;Petrol
K8PR3X0G628S6YRM3;Ferrari;Monza;Cabriolet;2020;Petrol
53BKYXPTE0B1WHP4A;BMW;M3 E46;Sedan;2004;Petrol
V7HAGBCSDPFWCSP7R;Audi;A6;Sedan;2015;Petrol
TSN5K87M5UFX86G8M;Porsche;Panamera;Sedan;2024;Petrol
8M2CA2564WULK0MW1;Rolls-Royce;Wraith;Sedan;2019;Petrol
7284ZHDELE5SD54EC;BMW;BMW X5 E53;Crossover;2006;Petrol
A2KAVY3A6KMNT0K1M;BMW;3-series E30;Sedan;1985;Petrol
ZX8RC76FVKPGX1D8M;Audi;TT;Cabriolet;2022;Petrol
WCMRML3VCGA0Z6TS5;Audi;Q8;Crossover;2019;Petrol
GZ3SKY31YCBG00KF0;BMW;BMW X5 E70;Crossover;2010;Petrol
568PR05NSPHYNEV5Z;Audi;R8;Coupe;2007;Petrol
2BP3U5F1FNPZMMWCC;Ferrari;Roma;Supercar;2023;Petrol
8V753DKL6PR4WM4LF;BMW;BMW X5 F15;Crossover;2016;Petrol
066SRNXAKDEZW53C8;BMW;BMW X5 E70;Crossover;2013;Petrol
F3LZ3MWPHFMGECLRT;Koenigsegg;One;Hypercar;2016;Petrol
MKKXAHZKE53Z8EA1M;BMW;3-series F30;Sedan;2013;Petrol
80W3NWB85RWWPESNK;BMW;BMW X1;Crossover;2020;Petrol
KFX7P2WW17MWUA28C;Bugatti;Divo;Supercar;2020;Petrol
8ASA4WAPLCHXH8SH5;Audi;RSQ8;Crossover;2024;Petrol
BRCG5N24TZD0RCP45;BMW;M5 E39;Sedan;2000;Petrol
S3TSL0D81FLFL6PGW;Mercedes-Benz;W205 C-Class;Sedan;2020;Petrol
ZD1DU6KHM0YHN2B2M;Mercedes-Benz;W204 C-Class;Sedan;2009;Petrol
4HEF31Z2RESNBT1RP;Audi;A5;Sedan;2010;Petrol
RZ77NE2P2VEMVLGHM;BMW;BMW X3;Crossover;2009;Petrol
8YBZBZ2TNAZ5U301M;Lamborghini;Aventador;Supercar;2012;Petrol
MDE4VA7ZLGP3YXR3W;Koenigsegg;Jesko;Supercar;2023;Petrol
UY7E01XRC2KLB8LSU;Rolls-Royce;Ghost;Sedan;2009;Petrol
G7KZTRLCRKNSMR8PD;BMW;BMW X4;Crossover;2017;Petrol
NECLZBNX5UZSU2WK2;Mercedes-Benz;W126 S-Class;Sedan;1984;Petrol
1PEDPE0YW0B4GZYHB;BMW;M5 CS;Sedan;2023;Petrol
PVB8KFN1C6MX10TK5;Lamborghini;Urus;Crossover;2021;Petrol
3FLFCB1KR0WSC0WGP;Ferrari;F12 Berlinetta;Hatchback;2015;Petrol
1XY41E6N3V0FRAPTH;Rolls-Royce;Ghost;Sedan;2014;Petrol
72ZATWHNBFV38ZGFU;BMW;M2 Competition F87;Sedan;2021;Petrol
7E0358EDMG174NLA6;BMW;BMW iX;Crossover;2023;Electro
3T72YYZ1D4A5T1K5Z;Mercedes-Benz;W211 E-Class;Sedan;2005;Petrol
CT1SX1GLVF306VFVA;Mercedes-Benz;W140 S-Class;Sedan;1993;Petrol
AXFB6644SC3T6ZMDT;Porsche;Cayenne;Crossover;2022;Petrol
8XAVDNPMR4VR4E7GE;BMW;BMW X6;Crossover;2011;Petrol
1KM4YKCLHLPUWN0BN;Bentley;Bacalar Mulliner;Cabriolet;2021;Petrol
PR2ZZ88LP1TL1DYB0;BMW;BMW iX;Crossover;2022;Electro
XY4PLM4MWU06R8L6L;Porsche;Taycan;Sedan;2023;Electro
8USB8YX67HEKVP6F2;BMW;M3 E46;Sedan;2001;Petrol
61D21XV2T3N00ZF5T;Mercedes-Benz;AMG ONE;Supercar;2024;Petrol
KMMCAZYSMNZPZRK02;BMW;2-series F23;Cabriolet;2023;Petrol
38HPCTWGMD8MFU4KF;BMW;M5 E39;Sedan;2001;Petrol
AN0UKPLPXYS34V0FR;BMW;2-series F23;Cabriolet;2016;Petrol
3XG1HK1S1N16DLPBF;Ferrari;488 Pista;Coupe;2018;Petrol
BPDW83XUHXZF3GW66;BMW;2-series F22;Sedan;2016;Petrol
6WPT8DX36WTACGVS5;Mercedes-Benz;W463 G-Class;Crossover;1994;Petrol
5HXK7P46ZT5MATL2G;Audi;TT;Cabriolet;2006;Petrol
577ALDSB7RGB7W5FE;BMW;2-series F22;Sedan;2022;Petrol
U5NGM8NG2Y87YLC31;Koenigsegg;CCX;Supercar;2010;Petrol
BCUWWV8WBT4ZE675M;BMW;M5 F10;Sedan;2013;Petrol
LAYACGUZBTEKY3CKN;BMW;M5 CS;Sedan;2021;Petrol
0KUDHWT777ZGDUFNC;Porsche;Panamera;Sedan;2023;Petrol
3YSL1G1DLK1SYS5PR;BMW;BMW X2;Crossover;2019;Petrol
5PT0LKGW7E7HXA7KR;Ferrari;Daytona SP3;Supercar;2024;Petrol
R0NZNBN8TWV3HFDXX;Mercedes-Benz;W460 G-Class;Crossover;1988;Petrol
F5BN0D3MW8KRLK5AC;Lotus;Evora;Coupe;2013;Petrol
RU272NNVP5R2G6XHT;Mercedes-Benz;W221 S-Class;Sedan;2012;Petrol
DN7E26S0LC5MZR647;Mercedes-Benz;W210 E-Class;Sedan;1995;Petrol
F115HRK7TNZEU1HH1;Porsche;Panamera;Sedan;2024;Petrol
WWM0BNK8ZUY5HNW3D;BMW;3-series G20;Sedan;2019;Petrol
56UY2AUKZ10Z1WKAY;BMW;3-series E30;Sedan;1988;Petrol
6NN6BAXTELNP7EW28;BMW;BMW iX;Crossover;2024;Electro
A855WCV1YMWFXCFRV;BMW;BMW X5 F15;Crossover;2013;Petrol
RE20WN54NCL3TSYBM;Lamborghini;Aventador;Supercar;2012;Petrol
VA4P0ETHC62PBRC0Y;Lamborghini;Veneno;Supercar;2013;Petrol
AGT3E3P6NEHEHHXTC;BMW;5-series F10;Sedan;2017;Petrol
LSXXVRSK2V0MET6G0;Lamborghini;Veneno;Supercar;2013;Petrol
DBR85VPR7Z23W141T;BMW;5-series E34;Sedan;1992;Petrol
3VSH5DTSEFVRST1L3;BMW;M3 E30;Coupe;1989;Petrol
2RW5RV1FP3V2GSSME;Mercedes-Benz;W211 E-Class;Sedan;2003;Petrol
CVAY7MC5K256AGNDG;BMW;5-series E39;Sedan;1996;Petrol
FV0GGKXB2CSD80NMX;BMW;M5 G90;Sedan;2024;Hybrid
TA2MSWSHHKDX3XXBV;Mercedes-Benz;W212 E-Class;Sedan;2015;Petrol
X8GD8DT7HETLVLRYM;BMW;5-series F10;Sedan;2013;Petrol
B751T4NHSVN2XPYBU;BMW;M5 F10;Sedan;2011;Petrol
LXB7D7NGLC6WK30LS;BMW;M5 F90;Sedan;2019;Petrol
3PA24YS2ECCDTPXKP;BMW;M5 E39;Sedan;1998;Petrol
6PCCPEMGPDCZTZX7Y;BMW;BMW iX;Crossover;2022;Electro
PUWCCSXY8XA1PYMA1;BMW;BMW X5 E53;Crossover;1999;Petrol
XXYANUNK5YDT3EZ86;Porsche;Taycan;Sedan;2023;Electro
VPWELLF1L52A3SCB0;Koenigsegg;Gemera;Hypercar;2024;Hybrid
R7ZNPM1P7T7D0A0YE;Audi;TT;Cabriolet;1999;Petrol
07AV8T7YLST172CW5;Lamborghini;Sian;Supercar;2020;Petrol
YRUPLDGGV6NHY2NKH;Lamborghini;Veneno;Supercar;2013;Petrol
YVT6L2Z2BBBE1BMVB;Mercedes-Benz;W212 E-Class;Sedan;2011;Petrol
S7BKSBDTDF3S22SCC;Koenigsegg;CCX;Supercar;2006;Petrol
58FRF6MYES418SL0G;Bugatti;Bolide;Supercar;2021;Petrol
KHPGMY6XUSTWKN4TW;Ferrari;Daytona SP3;Supercar;2024;Petrol
4XK0N4S71D4RYEHRL;BMW;M5 CS;Sedan;2023;Petrol
AZC5U04Y66PN5104R;BMW;M3 E46;Sedan;2005;Petrol
CP1AKCLE50TD4MN8W;Audi;TT;Cabriolet;2022;Petrol
640G0M6306ML4TKPF;Audi;RS5;Sedan;2022;Petrol
YU5NKFYS8AX3G7Z1S;BMW;BMW X4;Crossover;2017;Petrol
HWKFH03V3NZK74SDC;Audi;A5;Sedan;2021;Petrol
X8PU4B31KVWM7F2BZ;Koenigsegg;Jesko;Supercar;2020;Petrol
VUH3AYNRRNC0H05CU;Audi;RS7;Sedan;2021;Petrol
Z8HC283LT77UZPLGM;Mercedes-Benz;W212 E-Class;Sedan;2014;Petrol
NPWH2VKC4RZFAN330;Lamborghini;Terzo;Supercar;2017;Electro
1DUWCURL47A5AK03A;Porsche;Cayenne;Crossover;2002;Petrol
HP2WG4SVZKMDALPGC;Mercedes-Benz;W213 E-Class;Sedan;2020;Petrol
0WRX7RD1B37WKLYHR;Porsche;911;Coupe;1991;Petrol
XNS15SYR2BH4GB7AU;Lamborghini;Aventador SVJ;Supercar;2020;Petrol
DGD3GFKXPVD7XN8PT;Lotus;Evija;Supercar;2022;Electro
445KWT0Y64PE42HB7;BMW;4-series F33;Cabriolet;2016;Petrol
MGNSZZP7PWT1CYD8T;BMW;5-series G30;Sedan;2024;Petrol
G6778NUU0ALVUMGBF;Audi;RSQ8;Crossover;2024;Petrol
BGMFW4PC6NXD4YA00;BMW;M4 F82;Sedan;2017;Petrol
XC6217PYUSCNFSMDF;Lotus;Emira;Supercar;2024;Petrol
NEPV6M0PBCG2UV2PZ;Bugatti;Chiron;Supercar;2016;Petrol
6VKSE2EMGVB5T4406;Mercedes-Benz;W116 S-Class;Sedan;1973;Petrol
SM1MXDGC1HP48PM5X;BMW;BMW X6;Crossover;2016;Petrol
G5W2T4A0V7XHNXKV5;Mercedes-Benz;W140 S-Class;Sedan;1992;Petrol
FB5ZN0NZADVR7Z8KA;BMW;BMW iX;Crossover;2023;Electro
5PTRSS4TWCTKVH70T;Mercedes-Benz;W221 S-Class;Sedan;2011;Petrol
6KYGG8ZYVNKK4PZWK;BMW;BMW X1;Crossover;2022;Petrol
W1HZAD3W0W8GYKLPH;BMW;4-series F33;Cabriolet;2017;Petrol
2HAFZNNDSXSGLZ2H0;Koenigsegg;Regera;Hypercar;2022;Hybrid
F6NKR2CSRSUYV7KBE;BMW;BMW iX;Crossover;2022;Electro
MSD1MLYXU7U1ULKKH;Audi;Q7;Crossover;2016;Petrol
MGR0ZSNFKKMHKGFX8;Lamborghini;Revuelto;Supercar;2023;Petrol
ETE4P0YTCVRXLFK3W;Lotus;Evija;Supercar;2022;Electro
PKG482GN4EE7GUP2B;Ferrari;LaFerrari;Supercar;2013;Petrol
EPL3LY2ARYZGGL0L3;Bugatti;Chiron;Supercar;2019;Petrol
51TL1WC4UNSA06XBT;Lotus;Exige;Coupe;2008;Petrol
1DK6MKM33TYFYUAS4;Lotus;Evija;Supercar;2024;Electro
X0FDPG63GPH3HNESM;Lamborghini;Reventon;Supercar;2007;Petrol
585NEFLUESRX1ZG0Y;Mercedes-Benz;Maybach S-Class;Sedan;2020;Petrol
5HF8MWGT437085SZ2;BMW;M3 E46;Sedan;2001;Petrol
0LC2CXGPAU6CNFLBH;Mercedes-Benz;W223 S-Class;Sedan;2024;Petrol
MBLFB7WZZKLDVKCS7;Ferrari;Monza;Cabriolet;2021;Petrol
NCF5V4FTSPC1RSR2G;Lamborghini;Sian;Supercar;2020;Petrol
Y6K83KKG135NYKB4B;BMW;BMW XM;Crossover;2024;Petrol
D4YR3V1Z8ZCPP4224;Lamborghini;Veneno;Supercar;2013;Petrol
4NDAZ6M1BT8500P4U;BMW;BMW X5 E53;Crossover;2001;Petrol
Y6DZ43BA020PBNZKS;Lamborghini;Revuelto;Supercar;2023;Petrol
H8ZHBFKKP5R32M5AY;Koenigsegg;CCXR;Supercar;2008;Petrol
UXS8MWWKA4YA0VY2U;BMW;BMW X4;Crossover;2014;Petrol
M617KKKFXBT6UAWH6;Mercedes-Benz;W140 S-Class;Sedan;1998;Petrol
65F8GUFMMRUM31005;Lamborghini;Huracan;Supercar;2014;Petrol
4XY1RM567DW3REG6U;Mercedes-Benz;W126 S-Class;Sedan;1980;Petrol
40XG1G6S507332V6W;Tesla;Model Y;Crossover;2019;Electro
DXM1SH562D1DT4BEP;Mercedes-Benz;W214 E-Class;Sedan;2024;Petrol
387C2KH1KC8H3RVTL;BMW;3-series E30;Sedan;1984;Petrol
CPSD1434S25TRHSYF;Koenigsegg;CC850;Supercar;2024;Petrol
Z4D3PMA6Z4RVEFB72;Ferrari;F12 Berlinetta;Hatchback;2015;Petrol
LTNEUWYVG5Z4T52YM;Lamborghini;Aventador;Supercar;2018;Petrol
G36VRZGWT1H136E3Z;BMW;M5 G90;Sedan;2024;Hybrid
MFAVYWTFVZHYSARL1;BMW;5-series E60;Sedan;2009;Petrol
RFU0CKWL4DCGEWBN2;Mercedes-Benz;W464 G-Class;Crossover;2018;Petrol
4PPPVVH0A3WRYYTF1;BMW;M5 CS;Sedan;2023;Petrol
3E6HBNPBFZHXDXRH8;Bugatti;Bolide;Supercar;2021;Petrol
76YAC8D6UUNXE17XH;Mercedes-Benz;AMG ONE;Supercar;2024;Petrol
RRBWKNB7DGE3120LM;BMW;4-series F36;Sedan;2015;Petrol
M2NX6PSUKYWC8BGAX;Bentley;Bacalar Mulliner;Cabriolet;2021;Petrol
3TRMSMKGPVCT36TKV;BMW;3-series E21;Sedan;1983;Petrol
Y3GK36HY2PK4WD5TP;Porsche;Macan EV;Crossover;2024;Electro
W0CSRKXZWEYWV4MDR;Koenigsegg;CC850;Supercar;2024;Petrol
HR4BX5TN0CN2EM2D4;Porsche;Taycan;Sedan;2022;Electro
P5U310BAK40GRMP4Y;Bugatti;Centodieci;Supercar;2023;Petrol
8ZALTWY2BAEWC3VBM;Tesla;Cybertruck;Pickup track;2024;Electro
GGDSERNHZZL7SR7HB;Mercedes-Benz;W464 G-Class;Crossover;2020;Petrol
R6G7G71DLVL21V17M;Lamborghini;Veneno;Supercar;2013;Petrol
MZMMAMMD3PDA8PMDW;Mercedes-Benz;W464 G-Class;Crossover;2020;Petrol
AV3ATN7DELCP63UL5;BMW;M2 Coupe G42;Coupe;2018;Petrol
FPFPF5T676E484PAN;Koenigsegg;Gemera;Hypercar;2024;Hybrid
6MCG1HGRM3ZKHH677;BMW;4-series F36;Sedan;2019;Petrol
4L0671SF7S22ZVYYL;Lamborghini;Huracan;Supercar;2023;Petrol
VXTMCCHN2RB47ATAN;Ferrari;LaFerrari;Supercar;2018;Petrol
F02B8GTY181YYDCBV;Lamborghini;Revuelto;Supercar;2024;Petrol
UK4E612XLFLMX74AM;Mercedes-Benz;W210 E-Class;Sedan;2000;Petrol
Z518P6E03D8VRFGZP;Tesla;Model S;Sedan;2023;Electro
V0B4TWRX3AF0NRAD7;Rolls-Royce;Ghost;Sedan;2017;Petrol
VEH4007G2Y0A75RBR;Porsche;918;Supercar;2015;Hybrid
ZF31XS6FVPY3YM8AS;Bugatti;Centodieci;Supercar;2019;Petrol
KKK3BDE6EDY1RPVSZ;Mercedes-Benz;W461 G-Class;Crossover;1996;Petrol
07ML5W8NLFZVAN0M8;BMW;BMW X1;Crossover;2016;Petrol
WFM8G51P7LTUAGDFW;Bugatti;Centodieci;Supercar;2020;Petrol
8376FXA4F0AEN6K3E;BMW;BMW X7;Crossover;2021;Petrol
Z5FZ3GB6N7CD3374E;Porsche;Cayman;Coupe;2023;Petrol
4CD4H1LP6RN86R3X2;Mercedes-Benz;EQS;Sedan;2021;Electro
YKVCKGB4GWDBGZT3E;BMW;BMW XM;Crossover;2023;Petrol
VD1BKH12GSAR1R3W1;Ferrari;Portofino;Cabriolet;2019;Petrol
0XSRV1RVDREF641VG;BMW;4-series F82;Coupe;2016;Petrol
UDN7ZN7BAV7WVEZSU;Porsche;Carrera;Coupe;1979;Petrol
4UAMHM18MH1KN85TV;BMW;2-series F23;Cabriolet;2021;Petrol
Z4P4W3NRNMDHEXFB3;BMW;3-series G20;Sedan;2020;Petrol
4CUZRT62BBM337R8P;Ferrari;488 Pista;Coupe;2015;Petrol
T21EFM6565TTBY7GU;Porsche;Macan EV;Crossover;2024;Electro
A81CZ2L4NRYHASGG4;BMW;BMW i8;Coupe;2020;Hybrid
GG4SCECEHS2MZEX5G;Ferrari;LaFerrari;Supercar;2019;Petrol
UBPPLZ61T3A8AM17H;Porsche;Carrera;Coupe;1982;Petrol
5Y3XF6BEG8PEVRHUH;BMW;BMW X5 E70;Crossover;2010;Petrol
Z5WCYF32NEW4LEZ3S;Mercedes-Benz;W202 C-Class;Sedan;1995;Petrol
UWZ0BPGYEC4SLE8VS;BMW;4-series F36;Sedan;2020;Petrol
MSYKYBUU0Z8HB2TCU;Lamborghini;Revuelto;Supercar;2023;Petrol
1L1MRN5VYD3261K7N;Lamborghini;Countach;Supercar;1981;Petrol
VT8ETWD2TLVNHWEBC;BMW;5-series E28;Sedan;1981;Petrol
6Y80243P7BUB70ZYH;Porsche;918;Supercar;2013;Hybrid
3WCCHBD157F718GK2;Mercedes-Benz;W116 S-Class;Sedan;1974;Petrol
PEMERZKN2CDXDDRRK;Audi;A5;Sedan;2024;Petrol
LPPDE6FG47FPMYRFA;Audi;R8;Coupe;2016;Petrol
NYUAU6DC4L57ZYC4H;Mercedes-Benz;W116 S-Class;Sedan;1976;Petrol
SPDCFBN3LXWUTXA2R;Tesla;Model Y;Crossover;2020;Electro
XBWPVW72DW67R07A4;BMW;M5 F10;Sedan;2016;Petrol
7KCC2YRG0YLDS8G6U;Audi;A6;Sedan;1998;Petrol
3TNG71BSZLEH8EC1K;BMW;M3 E36;Sedan;1997;Petrol
C034N3UUZWDGP4PUC;Bugatti;Veyron;Supercar;2013;Petrol
HNAF66X64G88GP5DF;Mercedes-Benz;W210 E-Class;Sedan;1997;Petrol
1U2M3MTP27116USMC;Lamborghini;Aventador;Supercar;2013;Petrol
RE66W286GWH080T1N;BMW;2-series F46;Hatchback;2020;Petrol
BU3KEBCNM12CZ0F4R;BMW;BMW i8;Coupe;2019;Hybrid
R3H6GZS64XZ11485T;Bugatti;Centodieci;Supercar;2023;Petrol
L8BEMDT17MR6W5NCE;Audi;RS7;Sedan;2021;Petrol
3536KV80G2V8GY418;Mercedes-Benz;W212 E-Class;Sedan;2012;Petrol
MS2HA21MFZRUWPBW0;Mercedes-Benz;W213 E-Class;Sedan;2018;Petrol
XR4AS45PGWNVR62DF;BMW;BMW X5 F15;Crossover;2018;Petrol
1SZAUYPU5XPA8HNF5;BMW;3-series F30;Sedan;2017;Petrol
ZLUVK1YL717MUGAPV;Mercedes-Benz;W223 S-Class;Sedan;2024;Petrol
GK0TDSGUD882PN0MA;Ferrari;Monza;Cabriolet;2021;Petrol
SDHSD7BY87EKBU1FB;BMW;M5 G90;Sedan;2024;Hybrid
BPB7MPWKFLGG3TA2H;Koenigsegg;Agera;Supercar;2011;Petrol
DFXGY63ZRS5VNV654;Porsche;Carrera;Coupe;1981;Petrol
ZRBTBUEX2BZUG0SN5;Ferrari;SF90 Stradale;Coupe;2019;Hybrid
4TTYKW8GG6U2VDDZT;Mercedes-Benz;W205 C-Class;Sedan;2017;Petrol
LN22ZEH1ALCP10HFG;Bugatti;Divo;Supercar;2018;Petrol
4R4A2SXUS8GRKDCEV;Bentley;Continental;Coupe;2019;Petrol
CM5705VGL1KUUWYPA;Ferrari;Roma;Supercar;2022;Petrol
PCZ2V82P6K6YYZPH5;Lotus;Exige;Coupe;2002;Petrol
2TWSA32B0VWAGK07T;Mercedes-Benz;W203 C-Class;Sedan;2007;Petrol
ST812NN253TFFAEKA;BMW;3-series E90;Sedan;2013;Petrol
GX3UYKN71TX73KS6V;Koenigsegg;Agera;Supercar;2010;Petrol
H1W5FA0PR0TGYKUXZ;BMW;M2 Coupe G42;Coupe;2019;Petrol
G27C3737C8V0XNX8K;Lamborghini;Revuelto;Supercar;2024;Petrol
7EGCUL0AV37UDTVMC;Tesla;Model Y;Crossover;2020;Electro
UNEA8DDNXFDTB0U5T;Mercedes-Benz;W223 S-Class;Sedan;2023;Petrol
B4H72VGCYRZAH1M8V;Audi;A4;Sedan;2024;Petrol
SDXZF42BPDYWY2XA2;BMW;BMW X7;Crossover;2021;Petrol
GB3FRXEL2W7W3NH63;BMW;BMW X1;Crossover;2017;Petrol
SD8H1ZXH4VLDF7P7E;Tesla;Model X;Crossover;2022;Electro
618DFA3N648HS2S81;BMW;BMW X5 F15;Crossover;2014;Petrol
MEZSCLXVUG12DMG4R;Lotus;Exige;Coupe;2015;Petrol
4LM2LE5AHU3LEA4UV;BMW;4-series F82;Coupe;2016;Petrol
WBSVAD3SDMKNGG3TF;BMW;BMW X6;Crossover;2013;Petrol
3V5HDNGNP0W375HRL;Audi;A4;Sedan;2018;Petrol
NGA1ZTE2EUP7E8EEM;BMW;BMW X7;Crossover;2022;Petrol
537KK3UBAN66215CD;Audi;A6;Sedan;2018;Petrol
XW4VGS6Y7VYA1FDP8;BMW;M2 Coupe G42;Coupe;2021;Petrol
8EAC47R7YW7N6CZZT;Koenigsegg;Jesko;Supercar;2024;Petrol
V6SGW3G07WYNDS37U;BMW;5-series F10;Sedan;2017;Petrol
2UXF1V16XY84RM7TP;Audi;Q8;Crossover;2018;Petrol
DD1HXFX3T14KUXAWK;BMW;3-series E90;Sedan;2010;Petrol
T86KSV7VEM0FAZWB6;BMW;M5 CS;Sedan;2022;Petrol
N5K4ND67RR73D7WTD;Porsche;Carrera;Coupe;1979;Petrol
AYEUVZYZWTTR5FBS6;Tesla;Cybertruck;Pickup track;2024;Electro
KSXG7AL6X10DW77PX;Mercedes-Benz;W202 C-Class;Sedan;2000;Petrol
TLLZCEUFEYY7LYRA2;Mercedes-Benz;W210 E-Class;Sedan;2000;Petrol
WXUGK8DDTZMHRS1BY;Rolls-Royce;Phantom;Sedan;1996;Petrol
RNP105P55PR2KGLDW;Porsche;Macan EV;Crossover;2024;Electro
1LZ0F2420N0E7VCRH;Audi;RSQ8;Crossover;2024;Petrol
RMHYYEZC6P4BUZECU;Koenigsegg;Jesko;Supercar;2020;Petrol
A8YNXDR2Y42S4504Y;BMW;M5 E34;Sedan;1992;Petrol
8ZY4L5B6202XE7NHF;BMW;3-series E30;Sedan;1985;Petrol
WVFUR784XWDD8ZSW8;Rolls-Royce;Cullinan;Crossover;2019;Petrol
BKXDE3VUY55A6R0MP;Ferrari;SF90 Stradale;Coupe;2019;Hybrid
DYD7RTW0MFYWT5GX0;BMW;M3 E30;Coupe;1989;Petrol
DD3D41WMVWYN027MY;Ferrari;F40;Supercar;1988;Petrol
3A5P5HMTTGSR6R4RT;BMW;M4 F82;Sedan;2020;Petrol
NHPWF115WXKYFR4ZM;Lamborghini;Huracan;Supercar;2022;Petrol
L2NY82APR0TRFL4WP;Audi;A5;Sedan;2017;Petrol
VHGLT6BYZH45MF6FD;Porsche;911;Coupe;1992;Petrol
XZNX087MX8KTV6DMF;Lamborghini;Aventador SVJ;Supercar;2019;Petrol
UF1SPW7L11RHR5A4W;Mercedes-Benz;W203 C-Class;Sedan;2005;Petrol
44W4PP1UGNAUZENWY;BMW;2-series F45;Hatchback;2021;Petrol
TNUAM7LP1YK3164VH;BMW;5-series E39;Sedan;2001;Petrol
36CGZ5LTB6TMXDP8K;Audi;A6;Sedan;2016;Petrol
D7EULAUHTWDGKFCWS;Porsche;Taycan;Sedan;2019;Electro
